anime_id,title,title_english,title_synonyms,image_url,type,source,episodes,status,airing,aired_string,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,background,premiered,broadcast,related,producer,licensor,studio,genre,duration_min,aired_from_year
19841,Super Seisyun Brothers,,"SSB, Super Seishun Brothers",https://myanimelist.cdn-dena.com/images/anime/2/53807.jpg,TV,Web manga,14,Finished Airing,FALSE,"Sep 14, 2013 to Dec 14, 2013","{'from': '2013-09-14', 'to': '2013-12-14'}",4 min. per ep.,PG-13 - Teens 13 or older,6.93,10578,3827,2514,22259,36,,Fall 2013,Unknown,"{'Adaptation': [{'mal_id': 56575, 'type': 'manga', 'url': 'https://myanimelist.net/manga/56575/Super_Seisyun_Brothers', 'title': 'Super Seisyun Brothers'}]}",AIC,,AIC Plus+,"Comedy, Josei, Slice of Life",4,2013
24641,Baku Ane: Otouto Shibocchau zo! The Animation,,,https://myanimelist.cdn-dena.com/images/anime/4/63429.jpg,OVA,Visual novel,1,Finished Airing,FALSE,"Aug 29, 2014","{'from': '2014-08-29', 'to': '2014-08-29'}",33 min.,Rx - Hentai,7.5,6175,,3193,14009,225,"A director&#039;s cut was released in September 2017 which contains 5 minutes of additional footage, making a total runtime of 38 minutes.",,,"{'Adaptation': [{'mal_id': 79863, 'type': 'manga', 'url': 'https://myanimelist.net/manga/79863/Baku_Ane__Otouto_Shibocchau_zo', 'title': 'Baku Ane: Otouto Shibocchau zo!'}], 'Sequel': [{'mal_id': 36225, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36225/Baku_Ane_2__Otouto_Ippai_Shibocchau_zo_The_Animation', 'title': 'Baku Ane 2: Otouto Ippai Shibocchau zo! The Animation'}]}",Pink Pineapple,,Seven,Hentai,33,2014
24021,Sei Shoujo The Animation,,,https://myanimelist.cdn-dena.com/images/anime/9/63419.jpg,OVA,Visual novel,1,Finished Airing,FALSE,"Jul 25, 2014","{'from': '2014-07-25', 'to': '2014-07-25'}",30 min.,Rx - Hentai,6.85,1016,,5915,3062,15,,,,"{'Adaptation': [{'mal_id': 68321, 'type': 'manga', 'url': 'https://myanimelist.net/manga/68321/Sei_Shoujo__Seido_Ikusei_Gakuen', 'title': 'Sei Shoujo: Seido Ikusei Gakuen'}]}",Pink Pineapple,,Office Takeout,Hentai,30,2014
5199,Seto no Hanayome Fan Disc,,,https://myanimelist.cdn-dena.com/images/anime/13/22428.jpg,Special,Manga,2,Finished Airing,FALSE,"Sep, 2008","{'from': None, 'to': None}",6 min. per ep.,PG-13 - Teens 13 or older,7.18,1708,2904,4616,5737,4,,,,"{'Parent story': [{'mal_id': 2104, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2104/Seto_no_Hanayome', 'title': 'Seto no Hanayome'}]}",AIC,,Gonzo,"Comedy, Parody, School",6,2008
22225,Momo Kyun Sword,Momokyun Sword,,https://myanimelist.cdn-dena.com/images/anime/2/64445.jpg,TV,Light novel,12,Finished Airing,FALSE,"Jul 9, 2014 to Sep 24, 2014","{'from': '2014-07-09', 'to': '2014-09-24'}",24 min. per ep.,R+ - Mild Nudity,5.66,6457,8089,2460,23317,20,,Summer 2014,Unknown,"{'Adaptation': [{'mal_id': 94690, 'type': 'manga', 'url': 'https://myanimelist.net/manga/94690/Momo_Kyun_Sword__Hoshi_to_Ougon_no_Tachi', 'title': 'Momo Kyun Sword: Hoshi to Ougon no Tachi'}]}",flying DOG,Sentai Filmworks,"Project No.9, Tri-Slash","Comedy, Ecchi, Fantasy",24,2014
33274,Onara Gorou,,Fart Gorou,https://myanimelist.cdn-dena.com/images/anime/2/79963.jpg,TV,Original,13,Finished Airing,FALSE,"Jul 3, 2016 to Sep 24, 2016","{'from': '2016-07-03', 'to': '2016-09-24'}",3 min. per ep.,PG - Children,5.62,2571,8161,4141,7543,27,,Summer 2016,Sundays at Unknown,"{'Prequel': [{'mal_id': 33276, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33276/Konnichiwa_Onara_Gorou', 'title': 'Konnichiwa Onara Gorou'}], 'Other': [{'mal_id': 33696, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33696/3D_Onara_Gorou_ga_Dance_Dance_Dance', 'title': '3D Onara Gorou ga Dance Dance Dance!!'}]}",,,ILCA,Comedy,3,2016
146,Kono Minikuku mo Utsukushii Sekai,This Ugly Yet Beautiful World,,https://myanimelist.cdn-dena.com/images/anime/10/21035.jpg,TV,Original,12,Finished Airing,FALSE,"Apr 2, 2004 to Jun 18, 2004","{'from': '2004-04-02', 'to': '2004-06-18'}",24 min. per ep.,R+ - Mild Nudity,6.87,23159,4042,1601,46881,164,This is Gainax&#039;s 20th anniversary work.,Spring 2004,Fridays at 00:30 (JST),"{'Adaptation': [{'mal_id': 3989, 'type': 'manga', 'url': 'https://myanimelist.net/manga/3989/Kono_Minikuku_mo_Utsukushii_Sekai', 'title': 'Kono Minikuku mo Utsukushii Sekai'}]}","Geneon Universal Entertainment, TBS, Rondo Robe, Movic",ADV Films,"Gainax, Shaft","Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi",24,2004
21267,Go! Go! 575,,,https://myanimelist.cdn-dena.com/images/anime/12/75228.jpg,TV,Game,4,Finished Airing,FALSE,"Jan 10, 2014 to Jan 31, 2014","{'from': '2014-01-10', 'to': '2014-01-31'}",3 min. per ep.,PG-13 - Teens 13 or older,5.72,4795,7947,3880,8804,3,,Winter 2014,Unknown,"{'Sequel': [{'mal_id': 28077, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28077/Go_Go_575__Meippai_ni_Hajiketeru', 'title': 'Go! Go! 575: Meippai ni, Hajiketeru?'}]}","Sega, Half H.P Studio",,"C2C, Lay-duce",Slice of Life,3,2014
221,Mezzo Forte,,,https://myanimelist.cdn-dena.com/images/anime/6/37391.jpg,OVA,Original,2,Finished Airing,FALSE,"May 25, 2000 to Jun 25, 2001","{'from': '2000-05-25', 'to': '2001-06-25'}",30 min. per ep.,Rx - Hentai,6.72,9503,,2820,17853,66,,,,"{'Sequel': [{'mal_id': 222, 'type': 'anime', 'url': 'https://myanimelist.net/anime/222/Mezzo_DSA', 'title': 'Mezzo DSA'}], 'Character': [{'mal_id': 320, 'type': 'anime', 'url': 'https://myanimelist.net/anime/320/A_Kite', 'title': 'A Kite'}]}",Green Bunny,"Media Blasters, SoftCel Pictures",Arms,"Action, Comedy, Hentai, Sci-Fi",30,2000
1483,Master Keaton,,Master Keaton: Blood and Bullets,https://myanimelist.cdn-dena.com/images/anime/10/2817.jpg,TV,Manga,24,Finished Airing,FALSE,"Oct 6, 1998 to Mar 29, 1999","{'from': '1998-10-06', 'to': '1999-03-29'}",23 min. per ep.,R - 17+ (violence & profanity),7.7,2684,1111,3338,12673,68,,Fall 1998,Tuesdays at 00:50 (JST),"{'Adaptation': [{'mal_id': 848, 'type': 'manga', 'url': 'https://myanimelist.net/manga/848/Master_Keaton', 'title': 'Master Keaton'}], 'Sequel': [{'mal_id': 1910, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1910/Master_Keaton_OVA', 'title': 'Master Keaton OVA'}]}","VAP, Shogakukan Productions",Geneon Entertainment USA,Madhouse,"Adventure, Mystery",23,1998
32518,Shoujo kara Shoujo e...,,,https://myanimelist.cdn-dena.com/images/anime/11/78059.jpg,OVA,Manga,2,Finished Airing,FALSE,"Feb 12, 2016 to Mar 11, 2016","{'from': '2016-02-12', 'to': '2016-03-11'}",16 min. per ep.,Rx - Hentai,7.04,1091,,5651,3451,14,,,,"{'Adaptation': [{'mal_id': 84277, 'type': 'manga', 'url': 'https://myanimelist.net/manga/84277/Shoujo_kara_Shoujo_e', 'title': 'Shoujo kara Shoujo e...'}]}",EDGE,,BreakBottle,Hentai,16,2016
1640,Angel&#039;s Feather,Angel&#039;s Feather,,https://myanimelist.cdn-dena.com/images/anime/1/1640.jpg,OVA,Visual novel,2,Finished Airing,FALSE,"Apr 28, 2006 to May 26, 2006","{'from': '2006-04-28', 'to': '2006-05-26'}",30 min. per ep.,PG-13 - Teens 13 or older,5.58,8348,8228,2980,15962,30,,,,[],,Media Blasters,Venet,"Sci-Fi, Supernatural, Drama, Romance, Fantasy, Shounen Ai",30,2006
35314,"Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou",,Busou Shoujo Machiavellianism Episode 13,https://myanimelist.cdn-dena.com/images/anime/6/89687.jpg,OVA,Manga,1,Finished Airing,FALSE,"Nov 25, 2017","{'from': '2017-11-25', 'to': '2017-11-25'}",23 min.,PG-13 - Teens 13 or older,6.9,4685,3901,2973,16145,14,,,,"{'Prequel': [{'mal_id': 33475, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33475/Busou_Shoujo_Machiavellianism', 'title': 'Busou Shoujo Machiavellianism'}]}",,,Silver Link.,"Action, School, Shounen",23,2017
7082,Shugo Chara! Party!,,"Shugo Chara!!! Dokki Doki, Shugo Chara! Third, Shugo Chara! Pucchi Puchi",https://myanimelist.cdn-dena.com/images/anime/6/17170.jpg,TV,Manga,25,Finished Airing,FALSE,"Oct 3, 2009 to Mar 27, 2010","{'from': '2009-10-03', 'to': '2010-03-27'}",21 min. per ep.,PG - Children,6.71,23040,4731,1561,48456,253,,Fall 2009,Unknown,"{'Prequel': [{'mal_id': 5262, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5262/Shugo_Chara_Doki', 'title': 'Shugo Chara!! Doki'}]}","TV Tokyo, Sotsu",,Satelight,"Comedy, Magic, School, Shoujo",21,2009
35952,Devilman Memorial,,,https://myanimelist.cdn-dena.com/images/anime/10/86910.jpg,OVA,Manga,1,Finished Airing,FALSE,1999,"{'from': None, 'to': None}",59 min.,R - 17+ (violence & profanity),5.97,92,7412,9179,608,1,Originally released on VHS and Laser Disc in 1999 and has never been released on DVD. It was also included in the Devilman blu-ray box set.,,,"{'Full story': [{'mal_id': 2252, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2252/Devilman', 'title': 'Devilman'}]}",,,Toei Animation,"Action, Horror, Demons, Supernatural",59,1999
10521,Working&#039;!!,Wagnaria!!2,Working!! 2,https://myanimelist.cdn-dena.com/images/anime/3/75263.jpg,TV,4-koma manga,13,Finished Airing,FALSE,"Oct 1, 2011 to Dec 24, 2011","{'from': '2011-10-01', 'to': '2011-12-24'}",24 min. per ep.,PG-13 - Teens 13 or older,7.96,93040,609,516,156252,386,"The first episode received a preview airing on September 3, 2011. The regular television airing started on October 1, 2011. ",Fall 2011,Unknown,"{'Adaptation': [{'mal_id': 3044, 'type': 'manga', 'url': 'https://myanimelist.net/manga/3044/Working', 'title': 'Working!!'}], 'Prequel': [{'mal_id': 6956, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6956/Working', 'title': 'Working!!'}], 'Other': [{'mal_id': 10532, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10532/Working_Announcement_Specials', 'title': 'Working&#039;!! Announcement Specials'}], 'Sequel': [{'mal_id': 25879, 'type': 'anime', 'url': 'https://myanimelist.net/anime/25879/Working', 'title': 'Working!!!'}]}","Aniplex, Yomiuri Telecasting, Rakuonsha","NIS America, Inc.",A-1 Pictures,"Slice of Life, Comedy, Romance",24,2011
3335,Haikara-san ga Tooru,Smart-san,"Here Comes Ms. Modern, Mademoiselle Anne, Haikara-san Passes, Comes Miss High-Collar, Haikara-san ga Toru",https://myanimelist.cdn-dena.com/images/anime/2/22741.jpg,TV,Manga,42,Finished Airing,FALSE,"Jun 3, 1978 to Mar 31, 1979","{'from': '1978-06-03', 'to': '1979-03-31'}",24 min. per ep.,PG-13 - Teens 13 or older,7.37,318,2149,6820,2036,7,,Summer 1978,Unknown,"{'Adaptation': [{'mal_id': 1567, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1567/Haikara-san_ga_Tooru', 'title': 'Haikara-san ga Tooru'}], 'Other': [{'mal_id': 33378, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33378/Haikara-san_ga_Tooru_Movie_1__Benio_Hana_no_17-sai', 'title': 'Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai'}], 'Alternative version': [{'mal_id': 35228, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35228/Haikara-san_ga_Tooru_Movie_2__Tokyo_Dai_Roman', 'title': 'Haikara-san ga Tooru Movie 2: Tokyo Dai Roman'}]}",Asahi Broadcasting,,Nippon Animation,"Slice of Life, Romance, Historical, Drama, Shoujo",24,1978
594,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,Naruto: The Lost Story - Mission: Protect the Waterfall Village,"Battle at Hidden Falls. I am the Hero!, Naruto OVA 2, Naruto: Jump Festa 2004",https://myanimelist.cdn-dena.com/images/anime/11/20921.jpg,Special,Manga,1,Finished Airing,FALSE,"Dec 20, 2003","{'from': '2003-12-20', 'to': '2003-12-20'}",40 min.,PG-13 - Teens 13 or older,6.84,35543,4157,1360,59577,269,,,,"{'Adaptation': [{'mal_id': 57095, 'type': 'manga', 'url': 'https://myanimelist.net/manga/57095/Naruto__Takigakure_no_Shitou_Ore_ga_Hero_dattebayo', 'title': 'Naruto: Takigakure no Shitou Ore ga Hero dattebayo!'}], 'Parent story': [{'mal_id': 20, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20/Naruto', 'title': 'Naruto'}]}",,Viz Media,Studio Pierrot,"Action, Adventure, Comedy, Shounen, Super Power",40,2003
2520,Dragon Ball Specials,Dragon Ball Specials,"Dragon Ball: Goku no Koutsuuanzen, Dragon Ball: Goku&#039;s Traffic Safety, Dragon Ball: Goku no Shouboutai, Dragon Ball: Goku&#039;s Fire Brigade",https://myanimelist.cdn-dena.com/images/anime/13/24380.jpg,Special,Manga,2,Finished Airing,FALSE,"Jun 8, 1988","{'from': '1988-06-08', 'to': '1988-06-08'}",12 min. per ep.,PG - Children,6.91,9271,3870,2783,18357,30,,,,"{'Parent story': [{'mal_id': 223, 'type': 'anime', 'url': 'https://myanimelist.net/anime/223/Dragon_Ball', 'title': 'Dragon Ball'}]}",,,Toei Animation,"Fantasy, Comedy, Super Power, Shounen",12,1988
4130,Petit Eva: Evangelion@School,,"Puchi Eva, Eva-School, EAS, EOS, Neon Genesis Evangelion @ School",https://myanimelist.cdn-dena.com/images/anime/10/7593.jpg,ONA,Original,24,Finished Airing,FALSE,"Mar 20, 2007 to Mar 11, 2009","{'from': '2007-03-20', 'to': '2009-03-11'}",3 min. per ep.,G - All Ages,5.91,7131,7550,2833,17706,28,,,,"{'Adaptation': [{'mal_id': 25632, 'type': 'manga', 'url': 'https://myanimelist.net/manga/25632/Petit_Eva__EvangelionSchool', 'title': 'Petit Eva: Evangelion@School'}, {'mal_id': 25633, 'type': 'manga', 'url': 'https://myanimelist.net/manga/25633/Petit_Eva_Bokura_Tanken_Doukoukai', 'title': 'Petit Eva Bokura Tanken Doukoukai'}], 'Spin-off': [{'mal_id': 30, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30/Neon_Genesis_Evangelion', 'title': 'Neon Genesis Evangelion'}]}","Bandai Visual, Bandai Channel",,"Xebec, Kanaban Graphics","Comedy, Parody, School",3,2007
27727,Binan Koukou Chikyuu Boueibu LOVE!,Cute High Earth Defense Club LOVE!,,https://myanimelist.cdn-dena.com/images/anime/10/68451.jpg,TV,Original,12,Finished Airing,FALSE,"Jan 7, 2015 to Mar 25, 2015","{'from': '2015-01-07', 'to': '2015-03-25'}",24 min. per ep.,PG-13 - Teens 13 or older,7.05,20905,3358,1415,56161,462,,Winter 2015,Wednesdays at 01:40 (JST),"{'Adaptation': [{'mal_id': 85057, 'type': 'manga', 'url': 'https://myanimelist.net/manga/85057/Binan_Koukou_Chikyuu_Bouei-bu_Love_Novel', 'title': 'Binan Koukou Chikyuu Bouei-bu Love! Novel!'}], 'Sequel': [{'mal_id': 31417, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31417/Binan_Koukou_Chikyuu_Boueibu_LOVE_LOVE', 'title': 'Binan Koukou Chikyuu Boueibu LOVE! LOVE!'}]}","Sotsu, Pony Canyon",Ponycan USA,Diomedea,"Slice of Life, Comedy, Parody, Magic, School",24,2015
2617,Ghiblies,,,https://myanimelist.cdn-dena.com/images/anime/6/75924.jpg,Special,Original,2,Finished Airing,FALSE,"Apr 8, 2000 to Jul 19, 2002","{'from': '2000-04-08', 'to': '2002-07-19'}",18 min. per ep.,PG - Children,6.57,1696,5325,5184,4283,3,"The first was aired during a TV special about Ghibli, the second shown in theatres alongside &#039;The Cat Returns&#039;. Note that the animation studio in these shorts is not spelled ジブリ (hepburn: &#039;jiburi&#039;), but ギブリ (hepburn: &#039;giburi&#039;), so pronounced with the hard &#039;gi&#039; of &#039;give&#039; rather than the &#039;ji&#039; of &#039;jigsaw&#039; used for Ghibli.(Source: AniDB)",,,[],,,Studio Ghibli,Comedy,18,2000
33094,WWW.Working!!,WWW.WAGNARIA!!,,https://myanimelist.cdn-dena.com/images/anime/11/82287.jpg,TV,Web manga,13,Finished Airing,FALSE,"Oct 1, 2016 to Dec 24, 2016","{'from': '2016-10-01', 'to': '2016-12-24'}",23 min. per ep.,PG-13 - Teens 13 or older,7.55,39360,1514,1020,82352,213,,Fall 2016,Saturdays at 23:30 (JST),"{'Adaptation': [{'mal_id': 91866, 'type': 'manga', 'url': 'https://myanimelist.net/manga/91866/Working_Web-ban', 'title': 'Working!! Web-ban'}], 'Alternative setting': [{'mal_id': 6956, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6956/Working', 'title': 'Working!!'}], 'Other': [{'mal_id': 10532, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10532/Working_Announcement_Specials', 'title': 'Working&#039;!! Announcement Specials'}]}","Aniplex, Yomiuri Telecasting, Lawson",,A-1 Pictures,"Slice of Life, Comedy",23,2016
209,R.O.D the TV,R.O.D -The TV-,"Read or Die TV, Read or Die, ROD, Read or Die: the TV, Read or Dream, R.O.D. TV",https://myanimelist.cdn-dena.com/images/anime/3/73350.jpg,TV,Light novel,26,Finished Airing,FALSE,"Sep 1, 2003 to Mar 16, 2004","{'from': '2003-09-01', 'to': '2004-03-16'}",25 min. per ep.,PG-13 - Teens 13 or older,7.61,22411,1339,1471,53314,387,,Fall 2003,Unknown,"{'Adaptation': [{'mal_id': 709, 'type': 'manga', 'url': 'https://myanimelist.net/manga/709/ROD__Read_or_Dream', 'title': 'R.O.D: Read or Dream'}], 'Prequel': [{'mal_id': 208, 'type': 'anime', 'url': 'https://myanimelist.net/anime/208/ROD_OVA', 'title': 'R.O.D OVA'}]}","Aniplex, Studio Deen, Broccoli, Sony Music Entertainment","Aniplex of America, Geneon Entertainment USA",J.C.Staff,"Action, Adventure, Comedy, Drama, Sci-Fi, Super Power",25,2003
33358,Mahou no Star Magical Emi: Finale! Finale!,,,https://myanimelist.cdn-dena.com/images/anime/5/80148.jpg,OVA,Original,1,Finished Airing,FALSE,"May 25, 1986","{'from': '1986-05-25', 'to': '1986-05-25'}",17 min.,G - All Ages,6.06,31,11126,11339,192,0,,,,"{'Full story': [{'mal_id': 2038, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2038/Mahou_no_Star_Magical_Emi', 'title': 'Mahou no Star Magical Emi'}]}",,,Studio Pierrot,"Comedy, Magic, Shoujo",17,1986
30721,Hacka Doll The Animation,Hackadoll The Animation,Hacker Doll The Animation,https://myanimelist.cdn-dena.com/images/anime/6/75751.jpg,TV,Other,13,Finished Airing,FALSE,"Oct 2, 2015 to Dec 25, 2015","{'from': '2015-10-02', 'to': '2015-12-25'}",7 min. per ep.,PG-13 - Teens 13 or older,6.51,10489,5553,2200,27988,40,,Fall 2015,Fridays at 23:00 (JST),"{'Adaptation': [{'mal_id': 92988, 'type': 'manga', 'url': 'https://myanimelist.net/manga/92988/Oyobi_desu_ka_Hacka_Doll', 'title': 'Oyobi desu ka!? Hacka Doll'}], 'Other': [{'mal_id': 25943, 'type': 'anime', 'url': 'https://myanimelist.net/anime/25943/Hacka_Doll', 'title': 'Hacka Doll'}]}","Nihon Ad Systems, AT-X, KlockWorx, Trigger, DIVE II Entertainment, Good Smile Company, Avex Pictures, DeNA, Ichijinsha",,Creators in Pack,"Comedy, Sci-Fi",7,2015
28369,Dr. Slump: Arale-chan Specials,,"Dr. Slump: Penguin Village SOS, Dr. Slump: Game by Heart, Episode 24.5",https://myanimelist.cdn-dena.com/images/anime/13/68505.jpg,Special,Manga,2,Finished Airing,FALSE,"Oct 7, 1981","{'from': '1981-10-07', 'to': '1981-10-07'}",24 min. per ep.,PG-13 - Teens 13 or older,6.36,84,6153,9968,394,0,,,,"{'Parent story': [{'mal_id': 2222, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2222/Dr_Slump__Arale-chan', 'title': 'Dr. Slump: Arale-chan'}]}",,,Toei Animation,"Sci-Fi, Comedy, Shounen",24,1981
9509,Yami no Purple Eye,Purple Eyes in the Dark,,https://myanimelist.cdn-dena.com/images/anime/8/26389.jpg,Music,Manga,1,Finished Airing,FALSE,1987,"{'from': None, 'to': None}",31 min.,PG-13 - Teens 13 or older,5,274,9046,8760,772,1,,,,"{'Adaptation': [{'mal_id': 15449, 'type': 'manga', 'url': 'https://myanimelist.net/manga/15449/Yami_no_Purple_Eyes', 'title': 'Yami no Purple Eyes'}]}",Youmex,,Toei Animation,"Psychological, Supernatural, Music, Horror, Mystery, Shoujo",31,1987
3844,Apache Yakyuugun,Apache Baseball Team,,https://myanimelist.cdn-dena.com/images/anime/5/78281.jpg,TV,Manga,26,Finished Airing,FALSE,"Oct 6, 1971 to Mar 29, 1972","{'from': '1971-10-06', 'to': '1972-03-29'}",25 min. per ep.,G - All Ages,6.07,52,7165,9958,395,1,,Fall 1971,Wednesdays at 19:30 (JST),[],,,Toei Animation,"Action, Sports, School",25,1971
31699,Good Morning!!! Doronjo,,Doronjo ZIP!,https://myanimelist.cdn-dena.com/images/anime/2/76387.jpg,TV,Original,243,Finished Airing,FALSE,"Mar 30, 2015 to Mar 25, 2016","{'from': '2015-03-30', 'to': '2016-03-25'}",1 min. per ep.,G - All Ages,5.7,23,10264,10937,230,0,,Spring 2015,Not scheduled once per week,"{'Other': [{'mal_id': 3008, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3008/Time_Bokan_Series__Yatterman', 'title': 'Time Bokan Series: Yatterman'}, {'mal_id': 18365, 'type': 'anime', 'url': 'https://myanimelist.net/anime/18365/Mazinger_ZIP', 'title': 'Mazinger ZIP!'}, {'mal_id': 31517, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31517/Ninja-tai_Gatchaman_ZIP', 'title': 'Ninja-tai Gatchaman ZIP!'}]}",Nippon Television Network,,Oddjob,"Comedy, Parody",1,2015
7593,Kiss x Sis (TV),,"Kiss x Sis (2010), Kissxsis",https://myanimelist.cdn-dena.com/images/anime/3/25518.jpg,TV,Manga,12,Finished Airing,FALSE,"Apr 5, 2010 to Jun 21, 2010","{'from': '2010-04-05', 'to': '2010-06-21'}",24 min. per ep.,R+ - Mild Nudity,6.97,175745,3680,224,291333,1153,Episode 1 was pre-streamed on Bandai Channel on 25 March 2010.,Spring 2010,Unknown,"{'Adaptation': [{'mal_id': 3048, 'type': 'manga', 'url': 'https://myanimelist.net/manga/3048/Kiss_x_Sis', 'title': 'Kiss x Sis'}], 'Parent story': [{'mal_id': 5042, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5042/Kiss_x_Sis', 'title': 'Kiss x Sis'}]}",Starchild Records,,feel.,"Harem, Comedy, Romance, Ecchi, School, Seinen",24,2010
7411,Kanojo x Kanojo x Kanojo: Sanshimai to no DokiDoki Kyoudou Seikatsu,Kanojo x Kanojo x Kanojo,,https://myanimelist.cdn-dena.com/images/anime/2/17720.jpg,OVA,Visual novel,3,Finished Airing,FALSE,"Dec 25, 2009 to May 20, 2011","{'from': '2009-12-25', 'to': '2011-05-20'}",29 min. per ep.,Rx - Hentai,7.53,10221,,2596,21169,326,"In 2013, the 3 episodes were released as a movie with approximately 1 minute of new content.",,,[],"Milky Animation Label, MS Pictures",Kitty Media,Studio Eromatick,"Harem, Hentai",29,2009
30450,Dr. Slump: Hoyoyo! Arale no Himitsu Dai Koukai dayo!!,,,https://myanimelist.cdn-dena.com/images/anime/13/72853.jpg,Special,Manga,1,Finished Airing,FALSE,"Sep 15, 1999","{'from': '1999-09-15', 'to': '1999-09-15'}",24 min.,PG-13 - Teens 13 or older,6.03,98,7277,9732,445,0,,,,"{'Character': [{'mal_id': 223, 'type': 'anime', 'url': 'https://myanimelist.net/anime/223/Dragon_Ball', 'title': 'Dragon Ball'}], 'Parent story': [{'mal_id': 3312, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3312/Dr_Slump', 'title': 'Dr. Slump'}]}",,,Toei Animation,"Comedy, Sci-Fi, Shounen",24,1999
35139,Crayon Shin-chan x Panpaka Pants: Aeon Cinema Manner Movie Collab,,,https://myanimelist.cdn-dena.com/images/anime/8/84745.jpg,ONA,Original,1,Finished Airing,FALSE,"Mar 17, 2017","{'from': '2017-03-17', 'to': '2017-03-17'}",55 sec.,G - All Ages,5.36,47,9927,11317,193,0,,,,"{'Other': [{'mal_id': 32842, 'type': 'anime', 'url': 'https://myanimelist.net/anime/32842/Panpaka_Pants', 'title': 'Panpaka Pants'}, {'mal_id': 34244, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34244/Crayon_Shin-chan_Movie_25__Shin-chan_Shuurai_Uchuujin_Shiriri', 'title': 'Crayon Shin-chan Movie 25: Shin-chan Shuurai! Uchuujin Shiriri'}], 'Alternative version': [{'mal_id': 37028, 'type': 'anime', 'url': 'https://myanimelist.net/anime/37028/Panpaka_Pants_x_Lala-chan', 'title': 'Panpaka Pants x Lala-chan'}]}",,,"Shin-Ei Animation, DLE",Comedy,0.9166666667,2017
1388,Yakin Byoutou Ni,,"Night Shift Nurses 2, Yakin Byoutou 2, NSN 2",https://myanimelist.cdn-dena.com/images/anime/10/44273.jpg,OVA,Visual novel,5,Finished Airing,FALSE,"Jul 30, 2004 to Jan 27, 2006","{'from': '2004-07-30', 'to': '2006-01-27'}",30 min. per ep.,Rx - Hentai,6.3,1220,,5705,3376,5,,,,"{'Adaptation': [{'mal_id': 96869, 'type': 'manga', 'url': 'https://myanimelist.net/manga/96869/Yakin_Byoutou_2', 'title': 'Yakin Byoutou 2'}], 'Prequel': [{'mal_id': 1387, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1387/Yakin_Byoutou', 'title': 'Yakin Byoutou'}], 'Sequel': [{'mal_id': 1389, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1389/Yakin_Byoutou_San', 'title': 'Yakin Byoutou San'}], 'Other': [{'mal_id': 2868, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2868/Kazama_Mana', 'title': 'Kazama Mana'}]}","D3, Discovery",,AT-2,Hentai,30,2004
